Affectionate With Family,Good With Young Children,Good With Other Dogs,Shedding Level,Coat Grooming Frequency,Drooling Level,Coat Type,Coat Length,Openness To Strangers,Playfulness Level,Watchdog/Protective Nature,Adaptability Level,Trainability Level,Energy Level,Barking Level,Mental Stimulation Needs,Height_Male,Height_Female,Weight_Male,Weight_Female,Life_Expectancy,Temperament,Group,Breed,URL,min_height_male,max_height_male,min_height_female,max_height_female,min_weight_male,max_weight_male,min_weight_female,max_weight_female,min_expectancy,max_expectancy
5,3,4,3,2,2,Wiry,Medium,3,3,5,3,3,3,1,3,32 inches minimum (male),30 inches minimum (female),120 pounds (male),105 pounds (female),6-8 years,"dignified,courageous,calm",Hound group,Irish Wolfhound,https://www.akc.org/dog-breeds/irish-wolfhound/,81.28,81.28,76.2,76.2,54.431039999999996,54.431039999999996,47.627159999999996,47.627159999999996,6.0,8.0
5,3,5,3,1,1,Smooth,Short,5,4,3,4,4,3,3,3,13-15 inches,Info Not Available,7-14 pounds,Info Not Available,14-15 years,"alert,playful,sensitive",Toy group,Italian Greyhound,https://www.akc.org/dog-breeds/italian-greyhound/,33.02,38.1,0.0,0.0,3.175144,6.350288,0.0,0.0,14.0,15.0
5,3,3,2,1,1,Wiry Smooth Rough,Short,3,4,4,3,3,3,1,4,13-16 inches,Info Not Available,17-22 pounds,Info Not Available,10-12 years,"intelligent,courageous,hardworking",Foundation stock service,Jagdterrier,https://www.akc.org/dog-breeds/jagdterrier/,33.02,40.64,0.0,0.0,7.711064,9.979023999999999,0.0,0.0,10.0,12.0
1,3,1,5,3,1,Double,Medium,1,3,5,3,1,3,3,3,25-27.5 inches (male),22.5-25 inches (female),65-75 pounds (male),55-65 pounds (female),10-12 years,"dignified,alert,aloof",Miscellaneous class,Japanese Akitainu,https://www.akc.org/dog-breeds/japanese-akitainu/,63.5,69.85,57.15,63.5,29.48348,34.0194,24.94756,29.48348,10.0,12.0
5,3,5,3,2,1,Silky,Medium,3,3,3,4,3,3,2,3,8-11 inches,Info Not Available,7-11 pounds,Info Not Available,10-12 years,"charming,loving,noble",Toy group,Japanese Chin,https://www.akc.org/dog-breeds/japanese-chin/,20.32,27.94,0.0,0.0,3.175144,4.9895119999999995,0.0,0.0,10.0,12.0
3,5,5,3,3,1,Double,Medium,5,3,3,5,5,3,3,3,12-15 inches,Info Not Available,10-25 pounds,Info Not Available,10-14 years,"loyal, playful, smart",Foundation stock service,Japanese Spitz,https://www.akc.org/dog-breeds/japanese-spitz/,30.48,38.1,0.0,0.0,4.53592,11.3398,0.0,0.0,10.0,14.0
3,3,3,3,2,1,N A,N A,3,3,5,5,1,3,1,3,10-13 inches,Info Not Available,10-12 lbs,Info Not Available,13-15 years,"reserved,independent,curious",Foundation stock service,Japanese Terrier,https://www.akc.org/dog-breeds/japanese-terrier/,25.4,33.02,0.0,0.0,4.53592,5.443104,0.0,0.0,13.0,15.0
3,3,1,3,3,1,Double,Medium,1,3,3,1,3,3,3,3,19-22 (males),17-20 (females),40 -50 (males),30-40 (females),14-15 years,"alert,loyal,intelligent",Foundation stock service,Jindo,https://www.akc.org/dog-breeds/jindo/,48.26,55.88,43.18,50.8,18.14368,22.6796,13.607759999999999,18.14368,14.0,15.0
5,3,3,3,1,1,Double,Medium,1,3,5,3,3,3,3,3,18.5 - 19.5 (males),15.5 - 17 (females),30-40 (males),25-35 (females),12-15 years,"loyal,intelligent,agile",Miscellaneous class,Kai Ken,https://www.akc.org/dog-breeds/kai-ken/,46.99,49.53,39.37,43.18,13.607759999999999,18.14368,11.3398,15.87572,12.0,15.0
3,1,3,3,3,2,Double,Medium,3,3,5,3,4,3,3,3,19-23.5 inches,Info Not Available,44-49 pounds,Info Not Available,11-13 years,"independent,loyal,courageous",Foundation stock service,Karelian Bear Dog,https://www.akc.org/dog-breeds/karelian-bear-dog/,48.26,59.69,0.0,0.0,19.958047999999998,22.226008,0.0,0.0,11.0,13.0
5,5,5,3,3,2,Double,Long,5,5,5,5,5,4,4,4,18 inches (male),17 inches (female),35-45 pounds,Info Not Available,12-15 years,"friendly,lively,outgoing",Non-sporting group,Keeshond,https://www.akc.org/dog-breeds/keeshond/,45.72,45.72,43.18,43.18,15.87572,20.41164,0.0,0.0,12.0,15.0
5,4,2,1,3,2,Wavy,Medium,3,3,5,3,3,4,4,4,18-19.5 inches (male),17.5-19 inches (female),33-40 pounds (male),females weigh proportionately less than males,12-15 years,"alert,smart,people-oriented",Terrier group,Kerry Blue Terrier,https://www.akc.org/dog-breeds/kerry-blue-terrier/,45.72,49.53,44.45,48.26,14.968536,18.14368,0.0,0.0,12.0,15.0
5,3,3,3,1,1,Double,Short,5,3,3,3,3,3,1,5,19-22 inches,Info Not Available,30-60 pounds,Info Not Available,12-15 years,"alert,good-natured,confident",Foundation stock service,Kishu Ken,https://www.akc.org/dog-breeds/kishu-ken/,48.26,55.88,0.0,0.0,13.607759999999999,27.215519999999998,0.0,0.0,12.0,15.0
5,3,2,1,4,2,Corded,Long,3,3,5,3,4,3,3,3,27.5 minimum inches (male),25.5 minimum inches (female),100 pounds or more (male),80 pounds or more (female),10-12 years,"dignified,loyal,brave",Working group,Komondor,https://www.akc.org/dog-breeds/komondor/,69.85,69.85,64.77,64.77,45.3592,45.3592,36.28736,36.28736,10.0,12.0
5,4,3,2,1,1,Wiry Smooth,Short,4,4,3,4,4,4,3,3,15-18 inches,Info Not Available,20-35 pounds,Info Not Available,13-15 years,"intelligent,active,sensitive",Foundation stock service,Kromfohrlander,https://www.akc.org/dog-breeds/kromfohrlander/,38.1,45.72,0.0,0.0,9.07184,15.87572,0.0,0.0,13.0,15.0
5,3,3,3,2,2,Double,Medium,3,3,5,4,5,3,3,3,28-30 inches (male),26-28 inches (female),100-115 pounds (male),70-90 pounds (female),10-12 years,"loyal,fearless,sweet",Working group,Kuvasz,https://www.akc.org/dog-breeds/kuvasz/,71.12,76.2,66.04,71.12,45.3592,52.16308,31.75144,40.82328,10.0,12.0
5,5,5,4,2,2,Double,Short,5,5,3,5,5,5,3,4,22.5-24.5 inches (male),21.5-23.5 inches (female),65-80 pounds (male),55-70 pounds (female),11-13 years,"active,friendly,outgoing",Sporting group,Labrador Retriever,https://www.akc.org/dog-breeds/labrador-retriever/,57.15,62.230000000000004,54.61,59.69,29.48348,36.28736,24.94756,31.75144,11.0,13.0
5,3,5,1,2,2,Double Curly,Medium,4,4,3,4,4,4,2,4,17-19 inches (male),16-18 inches (female),28.5-35 pounds (male),24-31 pounds (female),15-17 years,"affectionate,keen,undemanding",Sporting group,Lagotto Romagnolo,https://www.akc.org/dog-breeds/lagotto-romagnolo/,43.18,48.26,40.64,45.72,12.927372,15.87572,10.886208,14.061352,15.0,17.0
5,3,3,2,2,1,Wiry Double,Short,3,4,3,4,3,3,3,4,14.5-15 inches (male),slightly smaller (female),17 pounds (male),slightly smaller (female),12-15 years,"friendly,confident,bold",Terrier group,Lakeland Terrier,https://www.akc.org/dog-breeds/lakeland-terrier/,36.83,38.1,0.0,0.0,7.711064,7.711064,0.0,0.0,12.0,15.0
5,5,5,3,1,1,Double,Short,4,4,3,4,4,4,4,4,10-12 inches,Info Not Available,9-17 pounds,Info Not Available,12-15 years,"intelligent,versatile,affectionate",Miscellaneous class,Lancashire Heeler,https://www.akc.org/dog-breeds/lancashire-heeler/,25.4,30.48,0.0,0.0,4.082328,7.711064,0.0,0.0,12.0,15.0
5,3,3,3,2,2,Double,Short,3,3,4,4,4,4,4,4,18-20 inches,Info Not Available,70 pounds,Info Not Available,10-14 years,"intelligent,friendly,energetic",Foundation stock service,Lapponian Herder,https://www.akc.org/dog-breeds/lapponian-herder/,45.72,50.8,0.0,0.0,31.75144,31.75144,0.0,0.0,10.0,14.0
5,5,3,4,4,3,Double,Long,5,3,4,4,5,3,3,4,28-31.5 inches (male),25.5-29.5 inches (female),110-170 pounds (male),90-140 pounds (female),7 years,"friendly,playful,gentle",Working group,Leonberger,https://www.akc.org/dog-breeds/leonberger/,71.12,80.01,64.77,74.93,49.89512,77.11064,40.82328,63.50288,7.0,7.0
5,3,3,1,3,1,Silky,Long,3,3,5,5,3,3,3,3,10-11 inches (male),slightly smaller (female),12-18 pounds,Info Not Available,12-15 years,"confident,smart,comical",Non-sporting group,Lhasa Apso,https://www.akc.org/dog-breeds/lhasa-apso/,25.4,27.94,0.0,0.0,5.443104,8.164656,0.0,0.0,12.0,15.0
5,5,3,2,2,1,Wavy,Long,3,4,4,4,4,3,3,3,12-14 inches,Info Not Available,15 pounds,Info Not Available,13-15 years,"affectionate,outgoing,positive",Non-sporting group,LÃ¶wchen,https://www.akc.org/dog-breeds/lowchen/,30.48,35.56,0.0,0.0,6.8038799999999995,6.8038799999999995,0.0,0.0,13.0,15.0
5,3,3,1,4,1,Silky,Long,3,3,4,4,3,3,3,3,7-9 inches,Info Not Available,under 7 pounds,Info Not Available,12-15 years,"playful,charming,gentle",Toy group,Maltese,https://www.akc.org/dog-breeds/maltese/,17.78,22.86,0.0,0.0,3.175144,3.175144,0.0,0.0,12.0,15.0
5,4,3,2,2,1,Smooth,Short,3,4,4,4,4,4,4,3,15-16 inches,Info Not Available,12-22 pounds,Info Not Available,15-17 years,"bright,spirited,keenly observant",Terrier group,Manchester Terrier (Standard),https://www.akc.org/dog-breeds/manchester-terrier-standard/,38.1,40.64,0.0,0.0,5.443104,9.979023999999999,0.0,0.0,15.0,17.0
5,4,3,2,2,1,Smooth,Short,3,4,4,4,4,4,4,3,10-12 inches,Info Not Available,under 12 pounds,Info Not Available,15-17 years,"intelligent,agile,spirited",Toy group,Manchester Terrier (Toy),https://www.akc.org/dog-breeds/manchester-terrier-toy/,25.4,30.48,0.0,0.0,5.443104,5.443104,0.0,0.0,15.0,17.0
5,5,3,3,1,4,Double,Short,3,3,5,4,3,3,1,3,30 inches & up (male),27.5 inches & up (female),160-230 pounds (male),120-170 pounds (female),6-10 years,"dignified,good-natured,courageous",Working group,Mastiff,https://www.akc.org/dog-breeds/mastiff/,76.2,76.2,69.85,69.85,72.57472,104.32616,54.431039999999996,77.11064,6.0,10.0
5,5,5,3,3,2,Double,Medium,3,4,3,4,5,5,3,5,14-18 inches (male),13-17 inches (female),20-40 pounds,Info Not Available,12-13 years,"intelligent,good-natured,devoted",Herding group,Miniature American Shepherd,https://www.akc.org/dog-breeds/miniature-american-shepherd/,35.56,45.72,33.02,43.18,9.07184,18.14368,0.0,0.0,12.0,13.0
5,3,3,2,1,2,Smooth,Short,3,4,4,4,3,4,5,4,10-14 inches,Info Not Available,18-28 pounds,Info Not Available,11-13 years,"upbeat,mischievous,comical",Terrier group,Miniature Bull Terrier,https://www.akc.org/dog-breeds/miniature-bull-terrier/,25.4,35.56,0.0,0.0,8.164656,12.700576,0.0,0.0,11.0,13.0
5,3,4,3,1,1,Smooth,Short,3,4,5,4,3,5,5,5,10-12.5 inches,Info Not Available,8-10 pounds,Info Not Available,12-16 years,"fearless,proud,fun-loving",Toy group,Miniature Pinscher,https://www.akc.org/dog-breeds/miniature-pinscher/,25.4,31.75,0.0,0.0,3.628736,4.53592,0.0,0.0,12.0,16.0
5,5,3,3,4,2,Wiry Double,Medium,3,4,4,5,5,3,5,4,12-14 inches,Info Not Available,11-20 pounds,Info Not Available,12-15 years,"friendly,smart,obedient",Terrier group,Miniature Schnauzer,https://www.akc.org/dog-breeds/miniature-schnauzer/,30.48,35.56,0.0,0.0,4.9895119999999995,9.07184,0.0,0.0,12.0,15.0
3,3,3,3,3,1,Smooth,Short,1,5,5,3,5,5,5,5,18 - 26 (males),16 - 24 (females_,30-60 pounds,Info Not Available,10-13 years,"intelligent,reserved with strangers,strong-willed",Foundation stock service,Mountain Cur,https://www.akc.org/dog-breeds/mountain-cur/,45.72,66.04,40.64,60.96,13.607759999999999,27.215519999999998,0.0,0.0,10.0,13.0
5,3,3,2,1,2,Curly,Medium,3,5,4,4,5,5,4,4,15-18.5 inches,Info Not Available,18-29 pounds,Info Not Available,12-14 years,"loyal,intelligent,active",Herding group,Mudi,https://www.akc.org/dog-breeds/mudi/,38.1,46.99,0.0,0.0,8.164656,13.154168,0.0,0.0,12.0,14.0
3,3,3,3,2,5,Smooth,Short,3,2,5,3,3,2,1,3,26-31 inches (male),24-29 inches (female),150 pounds (male),110 pounds (female),7-9 years,"dignified,loyal,watchful",Working group,Neapolitan Mastiff,https://www.akc.org/dog-breeds/neapolitan-mastiff/,66.04,78.74,60.96,73.66,68.0388,68.0388,49.89512,49.89512,7.0,9.0
5,3,3,3,2,2,Double Wavy,Medium,4,3,3,4,5,4,3,4,"Dogs 16""","Females 15""",20 - 30 lbs,Info Not Available,12-15 years,"alert,friendly,quick",Sporting group,Nederlandse Kooikerhondje,https://www.akc.org/dog-breeds/nederlandse-kooikerhondje/,40.64,40.64,38.1,38.1,9.07184,13.607759999999999,0.0,0.0,12.0,15.0
5,5,5,3,2,5,Double,Medium,5,3,5,4,3,3,1,3,28 inches (average male),26 inches (average female),130-150 pounds (male),100-120 pounds (female),9-10 years,"devoted,sweet,patient",Working group,Newfoundland,https://www.akc.org/dog-breeds/newfoundland/,71.12,71.12,66.04,66.04,58.96696,68.0388,45.3592,54.431039999999996,9.0,10.0
5,5,3,3,2,1,Wiry Double,Short,5,4,4,4,3,4,4,4,9-10 inches,Info Not Available,11-12 pounds,Info Not Available,12-16 years,"alert,fearless,fun-loving",Terrier group,Norfolk Terrier,https://www.akc.org/dog-breeds/norfolk-terrier/,22.86,25.4,0.0,0.0,4.9895119999999995,5.443104,0.0,0.0,12.0,16.0
5,3,3,3,2,1,Double,Short,3,3,3,4,4,4,3,3,16.5-18 inches,Info Not Available,20-30 pounds,Info Not Available,14-17 years,"fearless,agile,attentive",Miscellaneous class,Norrbottenspets,https://www.akc.org/dog-breeds/norrbottenspets/,41.910000000000004,45.72,0.0,0.0,9.07184,13.607759999999999,0.0,0.0,14.0,17.0
5,3,3,3,2,1,Double,Medium,3,3,4,4,3,4,4,4,17-18.5 inches (male),16-17.5 inches (female),31-40 pounds (male),26-35 pounds (female),12-15 years,"confident,smart,perceptive",Herding group,Norwegian Buhund,https://www.akc.org/dog-breeds/norwegian-buhund/,43.18,46.99,40.64,44.45,14.061352,18.14368,11.793392,15.87572,12.0,15.0
5,3,3,3,2,2,Double,Medium,4,4,5,4,4,4,4,4,20.5 inches (male),19.5 inches (female),55 pounds (male),48 pounds (female),12-15 years,"friendly,confident,dependable",Hound group,Norwegian Elkhound,https://www.akc.org/dog-breeds/norwegian-elkhound/,52.07,52.07,49.53,49.53,24.94756,24.94756,21.772416,21.772416,12.0,15.0
3,3,3,3,2,1,Double,Short,3,3,3,3,3,3,3,3,13-15 inches (male),12-14 inches (female),15-18 lbs (male),12-15 lbs (female),12-15 years,"alert,loyal,energetic",Non-sporting group,Norwegian Lundehund,https://www.akc.org/dog-breeds/norwegian-lundehund/,33.02,38.1,30.48,35.56,6.8038799999999995,8.164656,5.443104,6.8038799999999995,12.0,15.0
5,5,3,3,2,1,Wiry Double,Short,5,4,4,4,3,4,4,4,10 inches,Info Not Available,12 pounds,Info Not Available,12-15 years,"alert,curious,loyal,affectionate,gregarious",Terrier group,Norwich Terrier,https://www.akc.org/dog-breeds/norwich-terrier/,25.4,25.4,0.0,0.0,5.443104,5.443104,0.0,0.0,12.0,15.0
5,5,4,3,2,2,Double,Medium,3,5,3,4,5,5,2,4,18-21 inches (male),17-20 inches (female),35-50 pounds,Info Not Available,12-14 years,"intelligent,affectionate,outgoing",Sporting group,Nova Scotia Duck Tolling Retriever,https://www.akc.org/dog-breeds/nova-scotia-duck-tolling-retriever/,45.72,53.34,43.18,50.8,15.87572,22.6796,0.0,0.0,12.0,14.0
5,5,3,3,4,3,Double,Long,3,4,4,4,4,3,3,4,22 inches & up (male),21 inches & up (female),60-100 pounds,Info Not Available,10-12 years,"smart,gentle,adaptable",Herding group,Old English Sheepdog,https://www.akc.org/dog-breeds/old-english-sheepdog/,55.88,55.88,53.34,53.34,27.215519999999998,45.3592,0.0,0.0,10.0,12.0
5,3,3,2,2,3,Rough Double,Medium,4,3,3,4,4,3,5,3,27 inches (male),24 inches (female),115 pounds (male),80 pounds (female),10-13 years,"even-tempered,amiable,boisterous",Hound group,Otterhound,https://www.akc.org/dog-breeds/otterhound/,68.58,68.58,60.96,60.96,52.16308,52.16308,36.28736,36.28736,10.0,13.0
5,5,3,3,2,1,Silky,Medium,5,5,4,5,5,4,5,5,8-11 inches,Info Not Available,5-10 pounds,Info Not Available,14-16 years,"alert,friendly,happy",Toy group,Papillon,https://www.akc.org/dog-breeds/papillon/,20.32,27.94,0.0,0.0,2.26796,4.53592,0.0,0.0,14.0,16.0
5,3,5,2,2,1,Smooth Double,Short,3,4,3,4,4,5,3,4,14 inches (male),13 inches (female),13-17 pounds,Info Not Available,13-15 years,"friendly,clever,athletic",Terrier group,Parson Russell Terrier,https://www.akc.org/dog-breeds/parson-russell-terrier/,35.56,35.56,33.02,33.02,5.896696,7.711064,0.0,0.0,13.0,15.0
5,3,3,3,3,1,Double,Long,3,4,4,4,3,3,1,3,6-9 inches,Info Not Available,up to 14 pounds,Info Not Available,12-14 years,"loyal,affectionate,regal in manner",Toy group,Pekingese,https://www.akc.org/dog-breeds/pekingese/,15.24,22.86,0.0,0.0,6.350288,6.350288,0.0,0.0,12.0,14.0
5,3,4,4,2,1,Double,Short,4,4,5,4,4,4,4,4,10-12 inches,Info Not Available,up to 30 pounds (male),up to 28 pounds (female),12-13 years,"alert,affectionate,smart",Herding group,Pembroke Welsh Corgi,https://www.akc.org/dog-breeds/pembroke-welsh-corgi/,25.4,30.48,0.0,0.0,13.607759999999999,13.607759999999999,12.700576,12.700576,12.0,13.0
2,1,1,3,1,4,Smooth,Short,1,1,5,2,3,2,3,3,22-26 inches,Info Not Available,84-110 pounds,Info Not Available,9-11 years,"strong-willed,confident,calm",Foundation stock service,Perro de Presa Canario,https://www.akc.org/dog-breeds/perro-de-presa-canario/,55.88,66.04,0.0,0.0,38.101728,49.89512,0.0,0.0,9.0,11.0
5,3,3,1,1,1,Hairless Smooth,Short,3,3,3,3,3,4,3,4,9.75-15.75 inches (small) 15.75-19.75 inches (medium) 19.75-25.75 inches (large),Info Not Available,8.5-17.5 pounds (small) 17.5-26.5 pounds (medium) 26.5-55 pounds (large),Info Not Available,12-14 years,"loyal,affectionate,noble",Miscellaneous class,Peruvian Inca Orchid,https://www.akc.org/dog-breeds/peruvian-inca-orchid/,24.765,40.005,0.0,0.0,3.855532,7.93786,0.0,0.0,12.0,14.0
4,5,5,2,2,2,Rough Double,Long,4,4,4,4,3,4,5,4,13-15 inches,Info Not Available,25-40 pounds,Info Not Available,14-16 years,"alert,happy,vivacious",Hound group,Petit Basset Griffon VendÃ©en,https://www.akc.org/dog-breeds/petit-basset-griffon-vendeen/,33.02,38.1,0.0,0.0,11.3398,18.14368,0.0,0.0,14.0,16.0
5,3,5,3,2,1,Smooth,Short,3,3,3,3,4,4,3,4,23-25 inches (male),21-24 inches (female),45-55 pounds,Info Not Available,12-14 years,"friendly,smart,noble",Hound group,Pharaoh Hound,https://www.akc.org/dog-breeds/pharaoh-hound/,58.42,63.5,53.34,60.96,20.41164,24.94756,0.0,0.0,12.0,14.0
5,3,5,2,1,2,Smooth,Short,4,3,4,4,4,4,4,3,20-25 inches (male),20-23 inches (female),50-60 pounds (male),40-55 pounds (female),12-14 years,"Loyal,Alert,Intelligent",Hound group,Plott Hound,https://www.akc.org/dog-breeds/plott-hound/,50.8,63.5,50.8,58.42,22.6796,27.215519999999998,18.14368,24.94756,12.0,14.0
5,3,5,3,2,2,Smooth,Short,4,4,3,4,5,4,3,4,25-28 inches (male),23-26 inches (female),55-75 pounds (male),45-65 pounds (female),12-17 years,"loyal,hardworking,even-tempered",Sporting group,Pointer,https://www.akc.org/dog-breeds/pointer/,63.5,71.12,58.42,66.04,24.94756,34.0194,20.41164,29.48348,12.0,17.0
5,3,3,2,4,2,Double,Long,3,4,5,5,4,3,4,4,18-20 inches (male),17-19 inches (female),30-50 pounds,Info Not Available,12-14 years,"confident,lively,clever",Herding group,Polish Lowland Sheepdog,https://www.akc.org/dog-breeds/polish-lowland-sheepdog/,45.72,50.8,43.18,48.26,13.607759999999999,22.6796,0.0,0.0,12.0,14.0
5,3,3,2,3,1,Double,Long,3,3,4,4,3,3,4,3,6-7 inches,Info Not Available,3-7 pounds,Info Not Available,12-16 years,"inquisitive,lively,bold",Toy group,Pomeranian,https://www.akc.org/dog-breeds/pomeranian/,15.24,17.78,0.0,0.0,1.360776,3.175144,0.0,0.0,12.0,16.0
5,5,3,1,4,1,Curly,Long,5,5,3,4,5,4,4,5,10-15 inches,Info Not Available,10-15 pounds,Info Not Available,10-18 years,"active,proud,very smart",Non-sporting group,Poodle (Miniature),https://www.akc.org/dog-breeds/poodle-miniature/,25.4,38.1,0.0,0.0,4.53592,6.8038799999999995,0.0,0.0,10.0,18.0
5,5,3,1,4,1,Curly,Long,5,5,5,4,5,4,4,5,over 15 inches (standard),Info Not Available,60-70 pounds (male standard),40-50 pounds (female standard),10-18 years,"active,proud,very smart",Non-sporting group,Poodle (Standard),https://www.akc.org/dog-breeds/poodle-standard/,38.1,38.1,0.0,0.0,27.215519999999998,31.75144,18.14368,22.6796,10.0,18.0
5,5,3,1,4,1,Curly,Long,5,5,3,4,5,4,4,5,No more than 10 inches,Info Not Available,4-6 pounds,Info Not Available,10-18 years,"intelligent,agile,self-confident",Toy group,Poodle (Toy),https://www.akc.org/dog-breeds/poodle-toy/,25.4,25.4,0.0,0.0,1.814368,2.721552,0.0,0.0,10.0,18.0
5,5,5,3,1,3,Smooth,Short,5,5,3,4,5,4,2,4,22-23 inches,Info Not Available,55-62 pounds,Info Not Available,12-13 years,"independent,energetic,powerful",Foundation stock service,Porcelaine,https://www.akc.org/dog-breeds/porcelaine/,55.88,58.42,0.0,0.0,24.94756,28.122704,0.0,0.0,12.0,13.0
5,5,5,3,2,1,Wiry Smooth,Medium,3,4,3,4,3,4,3,4,22-28 inches (large) 16-22 inches (medium),Info Not Available,44-66 pounds (large) 35-44 pounds (medium),Info Not Available,10-15 years,"alert,independent,intelligent",Miscellaneous class,Portuguese Podengo,https://www.akc.org/dog-breeds/portuguese-podengo/,55.88,71.12,0.0,0.0,19.958047999999998,29.937072,0.0,0.0,10.0,15.0
5,5,5,3,2,1,Wiry Smooth,Short,3,4,3,4,3,4,3,4,8-12 inches,Info Not Available,9-13 pounds,Info Not Available,12-15 years,"playful,charming,lively",Hound group,Portuguese Podengo Pequeno,https://www.akc.org/dog-breeds/portuguese-podengo-pequeno/,20.32,30.48,0.0,0.0,4.082328,5.896696,0.0,0.0,12.0,15.0
5,5,3,3,1,2,Smooth,Short,4,4,3,4,5,5,3,5,20.5-22 inches,Info Not Available,35-59 pounds,Info Not Available,14 years,"energetic,affectionate,smart",Foundation stock service,Portuguese Pointer,https://www.akc.org/dog-breeds/portuguese-pointer/,52.07,55.88,0.0,0.0,15.87572,26.761928,0.0,0.0,14.0,14.0
5,3,3,2,2,2,Wavy,Long,3,3,5,4,5,4,3,4,16.5-21.5 inches,Info Not Available,37.5-59 pounds,Info Not Available,12-13 years,"intelligent,devoted,lively",Foundation stock service,Portuguese Sheepdog,https://www.akc.org/dog-breeds/portuguese-sheepdog/,41.910000000000004,54.61,0.0,0.0,17.0097,26.761928,0.0,0.0,12.0,13.0
5,5,4,2,4,2,Curly Wavy,Long,4,5,4,5,5,5,3,5,20-23 inches (male),17-21 inches (female),42-60 pounds (male),35-50 pounds (female),11-13 years,"affectionate,adventurous,athletic",Working group,Portuguese Water Dog,https://www.akc.org/dog-breeds/portuguese-water-dog/,50.8,58.42,43.18,53.34,19.050864,27.215519999999998,15.87572,22.6796,11.0,13.0
5,3,3,3,1,3,Wiry Smooth Rough,Short,3,3,3,5,5,4,3,4,22-26 inches,Info Not Available,45-70 pounds,Info Not Available,14 years,"friendly,smart,willing to please",Foundation stock service,Pudelpointer,https://www.akc.org/dog-breeds/pudelpointer/,55.88,66.04,0.0,0.0,20.41164,31.75144,0.0,0.0,14.0,14.0
5,5,4,4,2,1,Smooth,Short,5,5,3,5,4,3,1,3,10-13 inches,Info Not Available,14-18 pounds,Info Not Available,13-15 years,"charming,loving,mischievous",Toy group,Pug,https://www.akc.org/dog-breeds/pug/,25.4,33.02,0.0,0.0,6.350288,8.164656,0.0,0.0,13.0,15.0
5,3,3,1,5,2,Corded Double,Long,3,3,5,4,5,3,3,5,17 inches (male),16 inches (female),25-35 pounds,Info Not Available,10-15 years,"loyal,smart,home-loving",Herding group,Puli,https://www.akc.org/dog-breeds/puli/,43.18,43.18,40.64,40.64,11.3398,15.87572,0.0,0.0,10.0,15.0
5,3,3,1,2,2,Curly Wavy,Medium,3,4,4,4,5,5,3,5,16-18.5 inches (male),15-17.5 inches (female),27-29 pounds (male),22-24 pounds (female),12-13 years,"energetic,lively,ready to work",Herding group,Pumi,https://www.akc.org/dog-breeds/pumi/,40.64,46.99,38.1,44.45,12.246984,13.154168,9.979023999999999,10.886208,12.0,13.0
5,5,3,3,3,5,Double,Medium,3,3,5,3,3,2,1,3,Males 30-31 inches,Females 25-30 inches,120-240 pounds,Info Not Available,10-13 years,"gentle,brave,noble",Foundation stock service,Pyrenean Mastiff,https://www.akc.org/dog-breeds/pyrenean-mastiff/,76.2,78.74,63.5,76.2,54.431039999999996,108.86207999999999,0.0,0.0,10.0,13.0
